WDID	Status	SSOq Population Served	Last Updated	Dev Plan Schedule DT	Goal DT	Org DT	Legal Auth DT	Operation Maint DT	Design Perf Prov DT	Overflow Emerg Resp Plan DT	Fog Cntl Program DT	Sys Eval Cap Assur Plan	Monit Meas Program Modi DT	SSMP Program Audit DT	Commun Program DT	Complete SSMP Impl DT	Five Year Update DT	Note	Url	SSMP Uploaded	
5SSO11028	Active	14,482	08/31/2015	11/27/2007	10/30/2007	10/30/2007	05/01/2009	05/01/2009	07/21/2009	05/01/2009	05/01/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	08/04/2015			Yes	
5SSO11029	Active	1,469	08/31/2015	11/27/2007	10/30/2007	10/30/2007	05/01/2009	05/01/2009	07/21/2009	05/01/2009	05/01/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	08/04/2015			Yes	
5SSO11030	Historical																			No	
5SSO11033	Active	991	06/03/2015	03/11/2008	03/11/2008	03/11/2008	05/28/2015	05/28/2015	05/28/2015	05/25/2015	05/28/2015	05/28/2015	05/28/2015	05/28/2015	05/28/2015	05/28/2015		It's Finally Done	www.cityofplymouth.org	Yes	
5SSO11034	Historical	270	10/25/2007	10/22/2007	10/22/2007	10/22/2007														No	
5SSO11035	Active	1,152	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11036	Active	15	07/28/2010	04/03/2008	04/03/2008	04/03/2008	02/01/2010	02/01/2010	07/26/2010	02/01/2010	02/01/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11037	Active	8,340	10/07/2016	05/01/2008	05/01/2008	06/01/2008	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011			No	
5SSO11039	Active	385	02/26/2014	09/10/2008	09/10/2008	09/10/2008	09/10/2008	07/01/2013	07/01/2013	07/01/2013	07/01/2013	07/01/2013	07/01/2013	07/01/2013	07/01/2013	07/01/2013	10/03/2013			No	
5SSO11040	Active	23,298	10/11/2016	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015	04/01/2015			No	
5SSO11041	Active	350	07/28/2010	04/03/2008	04/03/2008	04/03/2008	02/01/2010	02/01/2010	07/26/2010	02/01/2010	02/01/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11043	Historical																			No	
5SSO11044	Active	2,500	10/22/2014	01/22/2008	05/02/2008	05/02/2008	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/30/2009	10/21/2014			Yes	
5SSO11045	Active	1,400,000	04/16/2014	06/13/2007	10/31/2007	10/31/2007	10/29/2008	10/29/2008	04/22/2009	10/29/2008	10/29/2008	04/22/2009	04/22/2009	04/22/2009	04/22/2009	04/22/2009	04/16/2014		http://www.regionalsan.com/permit/sanitary-sewer-management-plan-ssmp	Yes	
5SSO11047	Active	13,700	03/18/2015	01/25/2007	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015	03/12/2015			No	
5SSO11048	Active	2,130	02/10/2016	04/09/2008	02/02/2010	02/02/2010	02/02/2010	03/09/2011	03/31/2015	03/31/2015	03/31/2015	03/31/2015	03/31/2015	03/31/2015	03/31/2015	03/09/2011	03/31/2015			Yes	
5SSO11050	Historical																			No	
5SSO11051	Active	2,695	03/01/2011	03/18/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	12/14/2009	03/01/2011			No	
5SSO11054	Active	75,000	08/07/2014	03/01/2007	03/01/2007	03/01/2007	03/01/2007	03/01/2007	03/01/2007	03/01/2007	03/05/2009	02/05/2009	07/01/2009	07/01/2009	07/01/2009	08/06/2009	08/07/2014	Approved by Resolution 14-07		No	
5SSO11055	Active	14,505	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2014	07/15/2019			Yes	
5SSO11056	Active	140	10/24/2016	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	07/28/2010	12/09/2015			Yes	
5SSO11057	Historical																			No	
5SSO11058	Historical																			No	
5SSO11060	Active	350	11/06/2015	10/17/2007	10/17/2007	10/17/2007	02/01/2010	02/01/2010	07/21/2010	02/01/2010	02/01/2010	07/21/2010	07/21/2010	07/21/2010	07/21/2010	07/21/2010	11/06/2015			Yes	
5SSO11061	Active	2,467	08/04/2015	05/19/2008	04/25/2008	04/25/2008	11/02/2009	11/02/2009	05/09/2011	11/02/2009	11/02/2009	05/09/2011	05/09/2011	05/09/2011	05/09/2011	05/09/2011	07/20/2015	SSMP was recertified by City Council Resolution No. 15-16-07		Yes	
5SSO11063	Historical																			No	
5SSO11066	Active	83,450	02/09/2010	10/28/2007	10/28/2007	10/28/2007	04/21/2009	04/21/2009	07/22/2009	04/21/2009	04/21/2009	07/22/2009	07/22/2009	07/22/2009	07/22/2009	07/22/2009				No	
5SSO11068	Active	1,900	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015	08/28/2015			Yes	
5SSO11069	Active	72,050	01/18/2017	10/23/2007	10/23/2007	10/23/2007	05/01/2009	05/01/2009	07/28/2009	05/01/2009	05/01/2009	07/28/2009	07/28/2009	07/28/2009	07/28/2009	07/28/2009	10/14/2014			Yes	
5SSO11070	Active	2,500	08/28/2012	01/30/2010	01/30/2010	01/30/2010	01/30/2010	10/19/2010	10/19/2010	03/15/2010	10/19/2010	10/20/2010	10/19/2010	10/20/2010	10/22/2010	10/22/2010				No	
5SSO11071	Active	47,000	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011	05/06/2011		reviewed and certified the SSMP.  Many areas in the SSMP is taking place on daily basis.		Yes	
5SSO11074	Active	1,000	11/10/2011	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	04/03/2006	11/10/2011	will reevaluate this year 2011		No	
5SSO11077	Active	250	05/25/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	05/24/2012	Approved by the Board Resolution 2012-03		No	
5SSO11080	Active	8,500	03/12/2015	12/20/2007	03/20/2008	03/20/2008	10/29/2009	10/29/2009	04/01/2010	10/29/2009	10/29/2009	04/01/2010	04/01/2010	04/01/2010	04/01/2010	04/01/2010	03/05/2015			Yes	
5SSO11081	Active	365	10/24/2016	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	07/28/2010	12/09/2015			Yes	
5SSO11082	Active	53,082	07/24/2014	11/02/2007	11/02/2007	11/02/2007	04/30/2009	04/30/2009	07/31/2009	12/19/2008	04/30/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009		SSMP will be updated in 2015 in conjunction with the City's sewer master plan update	https://www.cityofwestsacramento.org/civica/filebank/blobdload.asp?BlobID=4257	Yes	
5SSO11083	Active																			No	
5SSO11084	Active	63,700	08/04/2014	11/01/2007	11/01/2007	11/01/2007	04/30/2009	04/30/2009	07/23/2009	04/30/2009	04/30/2009	07/23/2009	08/05/2009	08/05/2009	08/05/2009	08/05/2009				Yes	
5SSO11087	Historical																			No	
5SSO11088	Active	5,300	10/10/2016	02/02/2008	05/02/2008	05/02/2008	06/11/2009	10/28/2009	05/03/2010	06/11/2009	10/28/2009	05/03/2010	05/03/2010	05/03/2010	05/03/2010	05/03/2010	10/10/2016			Yes	
5SSO11092	Active	7,532	02/17/2011	04/30/2007	04/30/2007	04/30/2007	11/02/2009	11/02/2009	05/02/2010	11/02/2009	11/02/2009	05/02/2010	05/02/2010	05/02/2010	05/02/2010	04/01/2007	05/01/2015			No	
5SSO11093	Active	3,787	07/21/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2015	07/08/2020			Yes	
5SSO11095	Active	2,400	09/10/2015	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	10/04/2011	06/30/2016			Yes	
5SSO11096	Active	452	07/28/2016	05/01/2008	05/01/2008	05/01/2008	02/01/2010	02/01/2010	08/01/2010	02/01/2010	02/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	09/14/2016	5-Year Update in Progress. Pending Board Approval on 9-14-16. Will update status after 9-14-16		Yes	
5SSO11098	Historical																			No	
5SSO11099	Active	51	03/28/2014		08/19/2010	08/19/2010	08/19/2010	06/21/2013	06/21/2013	08/19/2010	06/21/2013	06/21/2013	06/21/2013	06/21/2013	06/21/2013	03/28/2014			http://www.nps.gov/yose/parkmgmt/upload/ssmp-hm.pdf	Yes	
5SSO11100	Active	45,000	07/29/2014	10/17/2007	10/17/2007	10/17/2007	05/01/2009	05/01/2009	07/30/2009	05/01/2009	05/01/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/30/2009	07/29/2014			Yes	
5SSO11112	Active	87	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015				Yes	
5SSO11177	Active	3,527	02/24/2016	02/27/2009	03/03/2009	02/24/2016	03/01/0010	03/01/0010	03/01/0010	03/01/0010	03/01/0010	03/01/0010	03/01/0010	02/24/2016	03/01/0010	03/01/0010	04/06/2015	Updated Organization and completed Annual Questionaire		No	
5SSO11180	Active	2,500	10/07/2016	04/02/2009	04/02/2009	04/21/2009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	10/07/2016			Yes	
5SSO11183	Active	4,000	05/13/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014	05/05/2014				No	
5SSO11184	Active	3,175	06/17/2010	04/08/2009	04/08/2009	04/08/2009	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010	04/30/2010				No	
5SSO11185	Active	5,000	03/15/2012	01/16/2008	04/18/2008	12/02/2008	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2015			No	
5SSO11190	Active	3,696	03/17/2010	02/25/2009	02/25/2009	02/25/2009	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010	03/17/2010				Yes	
5SSO11192	Active	4,500	10/07/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2016	07/13/2021			Yes	
5SSO11193	Active	569	08/31/2015	11/27/2007	10/30/2007	10/30/2007	05/01/2009	05/01/2009	07/21/2009	05/01/2009	05/01/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	08/04/2015			Yes	
5SSO11195	Active	4,857	09/16/2014	09/02/2007	04/24/2008	05/01/2008	10/13/0009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	10/13/2009	04/14/2014	NKSP - Update to SSMP		No	
5SSO11196	Active	3,188	10/10/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	06/30/2016	SSMP 2016 complete		Yes	
5SSO11200	Active	600	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11201	Historical																			No	
5SSO11202	Active	520,453	05/29/2014	07/24/2007	11/02/2007	11/02/2007	10/29/2008	10/29/2008	03/25/2009	11/02/2007	10/29/2008	03/25/2009	03/25/2009	03/25/2009	11/02/2007	04/07/2009	04/09/2014		http://www.fresno.gov/Government/DepartmentDirectory/PublicUtilities/Wastewater/Collection+Systems/ssmp.htm	Yes	
5SSO11214	Active	108,039	07/14/2014	10/15/2007	10/15/2007	10/15/2007	04/29/2009	04/29/2009	04/29/2009	04/29/2009	04/29/2009	04/29/2009	07/08/2009	07/08/2009	07/08/2009	07/22/2009	07/14/2014		http://www.ci.clovis.ca.us/Departments-and-Services/Public-Utilities/Wastewater	Yes	
5SSO11215	Active	9,999	11/16/2011	02/07/2008	09/18/2008	09/18/2008	04/27/2011	04/27/2011	04/27/2011	04/27/2011	04/27/2011	04/27/2011	04/27/2011	04/27/2011	04/27/2011	11/16/2011				No	
5SSO11217	Active	3,900	04/01/2011	01/09/2008	03/12/2008	03/12/2008	12/08/2009	12/08/2009	09/14/2010	12/08/2009	12/08/2009	09/14/2010	09/14/2010	09/14/2010	09/14/2010	09/14/2010				No	
5SSO11218	Active	20,500	07/31/2014	10/23/2007	10/31/2007	10/31/2007	04/14/2009	04/27/2009	07/31/2009	04/20/2009	04/20/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/31/2009	07/29/2014		www.arvin.org	Yes	
5SSO11219	Active	14,885	05/15/2012	11/02/2007	11/02/2007	11/02/2007	05/02/2009	05/02/2009	05/02/2009	02/10/2009	03/12/2009	08/02/2009	08/02/2009	08/02/2009	05/02/2009	10/25/2007				No	
5SSO11220	Active	1,266	07/01/2013	05/12/0013	05/12/0013	05/14/0013	05/14/0013	05/14/0013	06/03/0013	06/03/0013	06/03/0013	06/14/0013	06/14/0013	06/14/0013	06/14/0013	06/20/0013				No	
5SSO11222	Active	12,694	01/19/2010	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	02/01/2008	09/20/2009		The SSMP for Corcoran was approved on 3/02/09.  The SSMP was revised and recertified with the State online on 9/20/09.		No	
5SSO11223	Active	53,000	10/08/2014	11/01/2007	11/01/2007	11/01/2007	05/01/2009	05/01/2009	07/23/2009	05/01/2009	05/01/2009	07/23/2009	07/23/2009	07/23/2009	07/23/2009	07/23/2009	10/08/2014	Working on Sewer Capacity Study		No	
5SSO11224	Active	23,966	08/15/2012	05/11/2010	04/24/2012	04/24/2012	04/24/2012	04/24/2012	04/24/2012	04/24/2012	04/24/2012	06/20/2012	04/24/2012	04/24/2012	04/24/2012	08/14/2012				No	
5SSO11225	Active	8,000	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010	10/18/2010			No	
5SSO11226	Active	10,572	12/19/2014	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	03/20/2015	Updates in progress	http://www.cityofexeter.com/documents-2/publicdocsm	Yes	
5SSO11227	Active	10,971	04/01/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	02/28/2011	03/28/2016			No	
5SSO11228	Active	3,006	11/15/2010	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/19/2009	11/01/2014			No	
5SSO11229	Active	57,050	05/17/2010	10/02/2007	10/02/2007	10/02/2007	04/16/2009	04/16/2009	04/16/2009	04/16/2009	04/16/2009	06/29/2009	06/29/2009	06/29/2009	06/29/2009	06/29/2009	06/30/2014			No	
5SSO11230	Active	4,700	03/29/2011	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2008	08/04/2013	08/04/2008		No	
5SSO11231	Active	200	07/27/2010	02/03/2010	02/03/2010	02/03/2010	02/03/2010	02/03/2010	07/27/2010	02/03/2010	02/03/2010	07/27/2010	07/27/2010	07/27/2010	07/27/2010	07/27/2010				No	
5SSO11234	Active	1,400	11/10/2010	08/02/2010	08/02/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	11/16/2010	06/01/2015			No	
5SSO11235	Active	100	06/06/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012	06/05/2012				No	
5SSO11236	Active	26,500	12/15/2016	11/01/2007	11/01/2007	11/01/2007	04/27/2009	04/27/2009	04/27/2009	04/27/2009	04/27/2009	07/22/2009	07/22/2009	07/22/2009	07/22/2009	07/22/2009				Yes	
5SSO11237	Active	12,000	03/27/2008	03/27/2008	03/27/2008	03/27/2008														No	
5SSO11238	Active	1,638	07/27/2010	01/11/2010	01/11/2010	02/08/2010	02/08/2010	02/08/2010	07/12/2010	02/08/2010	02/08/2010	07/12/2010	07/12/2010	07/12/2010	07/12/2010	07/12/2010	07/01/2015			No	
5SSO11241	Active	3,310	05/14/2012	01/05/2009	01/05/2009	01/05/2009	07/06/2009	06/08/2009	06/08/2009	06/08/2009	08/03/2009	11/02/2009	03/01/2010	03/01/2010	03/01/2010	03/01/2010	05/14/2012			No	
5SSO11242	Active	2,500	07/19/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012	06/07/2012		June 7,2012		No	
5SSO11243	Active	55,199	06/04/2010	11/10/2009	11/10/2009	11/10/2009	11/10/2009	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	05/13/2010		Approved by Council may 4 with resolution 49-2010		No	
5SSO11244	Active	3,500																		No	
5SSO11247	Active	1,500	08/20/2012	01/24/2012	01/24/2012	01/24/2012	01/24/2012	08/15/2012	08/14/2012	08/14/2012	01/24/2012	01/24/2012	01/24/2012	01/24/2012	01/24/2012	08/20/2012				No	
5SSO11248	Active	1,200																		No	
5SSO11249	Active	1,904	10/13/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2010	12/31/2015			No	
5SSO11250	Active	1,019	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11251	Active	1,790	05/02/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011	03/01/2011			No	
5SSO11252	Active	2,000	07/27/2010	04/15/2008	04/15/2008	04/15/2008	02/01/2010	02/01/2010	07/20/2010	02/01/2010	02/01/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010	07/20/2010				No	
5SSO11256	Active	367	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11257	Active	252	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11258	Active	637	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11259	Active	274,301	02/23/2014	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012	08/03/2012				No	
5SSO11260	Active																			No	
5SSO11267	Active	1,800	06/13/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/04/2012	06/13/2012			No	
5SSO11268	Active																			No	
5SSO11270	Active	2,935	07/19/2011	04/09/2009	03/01/2010	07/09/2010	07/13/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010	03/01/2010		03/01/2010 date taken from SSMP for CCWF		No	
5SSO11271	Active	3,342	03/15/2012	03/24/2010	03/24/2010	03/24/5500	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2010	03/24/2015			No	
5SSO11275	Historical																			No	
5SSO11279	Active	2,503	03/29/2011	01/13/2009	01/13/2009	03/09/2010	03/09/2010	06/09/2009	06/09/2009	06/09/2009	08/11/2009	10/13/2010	03/09/2010	03/09/2010	03/09/2010	03/09/2010				No	
5SSO11280	Active	11,759	04/16/2013	08/31/2012	09/30/2012	09/30/2012	11/30/2012	11/30/2012	11/30/2012	11/30/2012	11/30/2012	12/31/2012	12/31/2012	12/31/2012	12/31/2012	03/12/2013	03/12/2018			No	
5SSO11281	Active	12,000	02/14/2011	05/01/2008	05/01/2008	05/02/2008	05/01/2009	05/01/2009	05/01/2009	05/01/2009	05/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2014			No	
5SSO11282	Active	1,298	07/27/2010	12/01/2009	12/01/2009	12/01/2009	02/01/2010	02/01/2010	07/01/2010	02/01/2010	02/01/2010	07/01/2010	07/01/2010	06/30/2010	06/30/2010	07/01/2010	07/01/2015			No	
5SSO11283	Active	7,500	07/06/2012	09/09/2008	09/09/2008	09/09/2008	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011	04/06/2011				No	
5SSO11284	Active	6,000	04/19/2012	02/02/2008	05/02/2008	11/02/2009	11/02/2009	11/02/2009	05/02/2010	11/02/2009	11/02/2009	05/02/2010	05/02/2010	05/02/2010	03/02/2010	08/17/2010	08/15/2015	City Council Resolution on 08/17/2010		No	
5SSO11285	Active	7,619	05/28/2010	02/04/2008	02/04/2008	02/04/2008	11/02/2009	11/02/2009	11/02/2009	11/02/2009	11/02/2009	05/02/2010	05/02/2010	05/02/2010	05/02/2010	05/02/2010	05/02/2015			No	
5SSO11286	Active	5,250	04/24/2013	02/02/2008	06/08/2009	06/08/2009	11/09/2010	09/13/2010	09/13/2010	09/13/2010	11/09/2010	09/13/2010	02/11/2011	02/11/2011	02/11/2011	02/14/2011	04/24/2013	we are purchasing a hydro/w camara next month		No	
5SSO11288	Active	148	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11289	Active	1,768	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11290	Active	170	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11291	Active	245	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11292	Active	135	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11293	Active	183	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11295	Active	1,715	07/26/2010	05/06/2008	05/06/2008	05/08/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11296	Active	640	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11297	Active	1,565	07/26/2010	05/06/2008	05/06/2008	05/06/2008	01/29/2010	01/29/2010	01/29/2010	01/29/2010	01/29/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010	07/26/2010				No	
5SSO11298	Historical																			No	
5SSO11300	Active	5,532	02/22/2012	02/26/2008	02/26/2008	03/01/2008	07/15/2011	07/15/2011	09/15/2011	07/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	09/15/2011	02/21/2012	02/22/2012			No	
5SSO11301	Active	5,000	12/02/2010	05/04/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/05/2010	10/01/2012	10/01/2015	Adopted by Board of Directors		No	
