WDID	Status	Region	Agency	Collection System	County	LRO	Address Type	Street	City	Zip	Adopt Or Issuance Date	Effective Date	Expiration or Review Date	Termination Date	
5SSO11095	Active	5S	Stanislaus Cnty Dept of Parks & Rec	Woodward Reservoir Reg Park CS	Stanislaus	Cheryl Jackson	AGENCY Mailing	3800 Cornucopia Way C	Modesto	95358		10/10/2006			
5SSO11096	Active	5S	Yolo Cnty Housing Authority	Yolo County Housing Authority CS	Yolo	Lisa Baker	AGENCY Mailing	147 Main Street 	Woodland	95695		11/20/2007			
5SSO11098	Historical	5S	Thousand Trails Inc Naco West	Yosemite Lakes Campground CS	Tuolumne	Linda  Wooten	AGENCY Mailing	3801 Parkwood Boulevard 	Frisco	75034		07/17/2006		07/30/2009	
5SSO11099	Active	5S	US Dept of the Interior Park Service	Hodgdon Meadow CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		11/16/2006			
5SSO11100	Active	5S	Yuba City	Yuba City CS	Sutter	Daniel  Poe	AGENCY Mailing	302 Burns Drive 	Yuba City	95991		11/17/2006			
5SSO11112	Active	5R	Grizzly Ranch CSD	Grizzly Ranch CS	Plumas	Daniel Smith	AGENCY Contact	555 Main Street 	Quincy	95971		10/19/2006	04/14/2011		
5SSO11177	Active	5F	Ca Dept of Corrections & Rehabilitation	Avenal State Prison CS	Kings	Mark Shandor	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/29/2006			
5SSO11180	Active	5S	Ca Dept of Corrections & Rehabilitation	California Medical Facility CS	Solano	Robert W Fox	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		05/30/2007			
5SSO11183	Active	5S	Ca Dept of Corrections & Rehabilitation	California State Prison, Sacramento CS	Sacramento	Michael Junker	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/10/2006			
5SSO11184	Active	5S	Ca Dept of Corrections & Rehabilitation	California State Prison, Solano CS	Solano	Diana  Buller	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		11/03/2006			
5SSO11185	Active	5F	Ca Dept of Corrections & Rehabilitation	California Substance Abuse Treatment Facility and State Prison, Corcoran CS	Kings	Randy  Tolson	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827	05/02/2006	01/02/2007	05/02/2011		
5SSO11190	Active	5F	Ca Dept of Corrections & Rehabilitation	Corcoran State Prison CS	Kings	Samuel Villalobos	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/03/2006			
5SSO11192	Active	5S	Ca Dept of Corrections & Rehabilitation	Folsom State Prison CS	Sacramento	Chuck Bearden	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/24/2006			
5SSO11193	Active	5S	Placer Cnty Dept of Facility Services	Livoti, Zone 55	Placer	Bill Zimmerman	AGENCY Mailing	11476 C Avenue 	Auburn	95603		08/24/2007			
5SSO11195	Active	5F	Ca Dept of Corrections & Rehabilitation	North Kern State Prison CS	Kern	Lucia  Salas	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/04/2006			
5SSO11196	Active	5F	Ca Dept of Corrections & Rehabilitation	Pleasant Valley State Prison CS	Fresno	John Franklin Alves	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/25/2006			
5SSO11200	Active	5F	Tulare Cnty Resource Management Agency	Yettem / Seville CS	Tulare	Reed Benjiman Schenke	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		09/25/2008			
5SSO11201	Historical	5F	Seville ZOB	Seville Z.O.B. CS	Tulare	Jimmy  Yamakawa	LRO Contact	5961 Mooney Boulevard 	Visalia	93277				01/21/2009	
5SSO11202	Active	5F	Fresno City	City of Fresno CS	Fresno	Arturo  Alvarez	AGENCY Mailing	2600 Fresno Street 	Fresno	93721		05/02/2006			
5SSO11202	Historical	5F	Fresno City	City of Fresno CS	Fresno	Arturo  Alvarez	AGENCY Mailing	2600 Fresno Street 	Fresno	93721		08/20/2012		09/20/2012	
5SSO11214	Active	5F	Clovis City (SSO)	Clovis City CS	Fresno	Lisa Koehn	AGENCY Mailing	155 Sunnyside Avenue 	Clovis	93611		05/02/2006			
5SSO11215	Active	5F	Winton Water and Sanitary District	Winton Water and Sanitary District CS	Merced	Juan Valencia	LRO Physical	 Winton Way 	Winton	95388		08/24/2007			
5SSO11217	Active	5F	Armona CSD	Armona CS	Kings	Jonathon  Demsky	AGENCY Mailing	 PO Box 486  	Armona	93202	05/02/2006	02/22/2007	05/02/2011		
5SSO11218	Active	5F	Arvin City	Arvin CS	Kern	Eutimio  Chapa	AGENCY Mailing	18500 Rancho Drive 	Arvin	93203	05/02/2006	01/02/2007	05/02/2011		
5SSO11219	Active	5F	Avenal City	City of Avenal CS	Kings	Rick  Cunningham	AGENCY Mailing	919 Skyline Boulevard 	Avenal	93204		11/02/2006			
5SSO11220	Active	5F	Buttonwillow CWD	Buttonwillow CWD CS	Kern	Regina Houchin	AGENCY Mailing	 PO Box 874  	Buttonwillow	93206		08/22/2007			
5SSO11222	Active	5F	Corcoran City (SSO)	Corcoran CS	Kings	Matt  Chavez	AGENCY Mailing	1033 Chittenden Avenue 	Corcoran	93212		01/08/2007			
5SSO11223	Active	5F	Delano City (SSO)	Delano CS	Kern	Juan Cerda	AGENCY Mailing	 PO Box 3010  	Delano	93215		12/26/2007			
5SSO11224	Active	5F	Dinuba City	The City of Dinuba CS	Tulare	Ismael Hernandez	AGENCY Mailing	405 E El Monte Wy  	Dinuba	93618		01/05/2007			
5SSO11225	Active	5F	Earlimart PUD	Earlimart CS	Tulare	Joe Garcia	AGENCY Mailing	 PO Box 10148  	Earlimart	93219		01/04/2007			
5SSO11226	Active	5F	Exeter City	Exeter CS	Tulare	Daymon Qualls	AGENCY Mailing	 PO Box 237  	Exeter	93221	05/02/2006	01/09/2007	05/02/2011		
5SSO11227	Active	5F	Farmersville City	Farmersville WWTP CS	Tulare	Dale  Wyckoff	AGENCY Mailing	909 Visalia Road 	Farmersville	93223		05/02/2006			
5SSO11228	Active	5F	Goshen CSD	Goshen CS	Tulare	Manuel  Fleming	LRO 				05/02/2006	01/09/2007	05/02/2011		
5SSO11229	Active	5F	Hanford City Urban Area SW System	City of Hanford CS	Kings	April Engen-Garza	AGENCY Mailing	900 10th Avenue 	Hanford	93230		01/09/2007			
5SSO11230	Active	5F	Ivanhoe PUD	Ivanhoe PUD CS	Tulare	Refugio Gallegos	AGENCY Mailing	15867 Azalea Avenue 	Ivanhoe	93235		01/05/2007			
5SSO11231	Active	5F	Kern Sanitation Authority	Buena Vista Aquatic Rec Area CS	Kern	Anthony Bonanno	AGENCY Mailing	4101 Kimber Avenue 	Bakersfield	93307		11/16/2006			
5SSO11234	Active	5F	Kettleman City CSD	Kettleman City WWTF CS	Kings	Tito Balling Kettleman	AGENCY Mailing	 PO Box 179  	Kettleman City	93239		01/05/2007			
5SSO11235	Active	5F	Lemon Cove Sanitary District	Lemon Cove CS	Tulare	Bill Pensar	AGENCY Mailing	 PO Box 74  	Lemon Cove	93244	05/02/2007	01/03/2006	05/02/2011		
5SSO11236	Active	5F	Lemoore City Urban Area SW System	Lemoore WWTF CS	Kings	Nathan Olson	AGENCY Mailing	711 Cinnamon Drive 	Lemoore	93245		01/03/2007			
5SSO11237	Active	5F	Lindsay City	Lindsay, City of WWTP CS	Tulare	Neyba Amezcua	AGENCY Mailing	 PO Box 369  	Lindsay	93247		12/11/2007			
5SSO11238	Active	5F	London CSD	London WWTP CS	Tulare	Tito Balling	AGENCY Mailing	37835 Kate Road 	Dinuba	93618	05/02/2006	01/03/2007	05/02/2011		
5SSO11241	Active	5F	Pixley PUD	Pixley CS	Tulare	Randy Masters	AGENCY Mailing	 PO Box 535  	Pixley	93256		01/08/2007			
5SSO11242	Active	5F	Poplar CSD	Poplar CS	Tulare	Charles Mitchell	AGENCY Mailing	 PO Box 3849  	Poplar	93257		12/11/2007			
5SSO11243	Active	5F	Porterville City	Porterville, City of CS	Tulare	Michael  Knight	AGENCY Contact	555 Prospect Road 	Porterville	93258		05/02/2006			
5SSO11244	Active	5F	Richgrove CSD	Richgrove CS	Tulare	Esteban L Flores	AGENCY Mailing	 PO Box 86  	Richgrove	93261		01/09/2007			
5SSO11247	Active	5F	Springville PUD	Springville PUD CS	Tulare	James J Peacher	AGENCY Physical	35140 Tule River  	Springville	93265	05/02/2006	01/03/2007	05/02/2011		
5SSO11248	Active	5F	Stratford PUD	Stratford PUD CS	Kings	Jonathon  Demsky	AGENCY Mailing	 PO Box 85  	Stratford	93266	05/02/2006	01/04/2007	05/02/2011		
5SSO11249	Active	5F	Strathmore PUD	Strathmore WWTF CS	Tulare	Adrian  Ordonez	AGENCY Mailing	 PO Box 425  	Strathmore	93267	05/02/2006	01/09/2007	05/02/2011		
5SSO11250	Active	5F	Tulare Cnty Resource Management Agency	Terra Bella CS	Tulare	Reed Benjiman Schenke	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		05/02/2006			
5SSO11251	Active	5F	Tipton CSD	Tipton CSD CS	Tulare	Johnny Price	AGENCY Mailing	 PO Box 266  	Tipton	93272		01/09/2007			
5SSO11252	Active	5F	Tulare Cnty Resource Management Agency	Sequoia Fields/Bob Wiley CS	Tulare	Jake Parsons	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		12/13/2007			
5SSO11256	Active	5F	Tulare Cnty Resource Management Agency	Delft Colony CS	Tulare	Reed Benjiman Schenke	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		05/02/2006			
5SSO11257	Active	5F	Tulare Cnty Resource Management Agency	Tooleville CS	Tulare	Reed Benjiman Schenke	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		01/09/2007			
5SSO11258	Active	5F	Tulare Cnty Resource Management Agency	Traver CS	Tulare	Reed Benjiman Schenke	AGENCY Mailing	5955 Mooney Boulevard 	Visalia	93277		01/09/2007			
5SSO11259	Active	5F	US Army Corps of Engineers Porterville	Success Resevoir Campground CS	Tulare	Nicole  Arbelo	AGENCY Mailing	 PO Box 1072  	Porterville	93258	05/02/2006	01/04/2007	05/02/2011		
5SSO11260	Active	5F	US Navy Naval Air Station Lemoore	Lemoore NAS WWTF CS	Kings	Donald  Roberts	AGENCY Billing	750 Enterprise Avenue 	Lemoore	93246	05/02/2006	01/09/2007	05/02/2011		
5SSO11267	Active	5F	Woodville PUD	Woodville CS	Tulare	Ralph Gutierrez	AGENCY Mailing	 PO Box 4567  	Woodville	93257		05/02/2006			
5SSO11268	Active	5F	Biola CSD	Biola CSD CS	Fresno	Cheryl S Belluomini	AGENCY Mailing	 PO Box 57  	Biola	93606		05/29/2007			
5SSO11270	Active	5F	Ca Dept of Corrections & Rehabilitation	Central California Women's Facility CS	Madera	Paul J Espino	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		12/17/2007			
5SSO11271	Active	5F	Ca Dept of Corrections & Rehabilitation	CDC VSPW CS	Madera	Jerry Hazelwood	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		01/08/2007			
5SSO11275	Historical	5F	Ca Dept of Forestry Mount Bullion YCC	CDF Mount Bullion YCC CS	Mariposa		LRO 					10/01/2007		01/27/2009	
5SSO11279	Active	5F	Caruthers CSD	Caruthers CS	Fresno	David McIntyre	AGENCY Contact	13617 Raider Avenue 	Caruthers	93609	05/02/2006	01/09/2007	05/02/2011		
5SSO11280	Active	5F	Chowchilla City	Chowchilla City CS	Madera	Robert  Acree	AGENCY Mailing	360 1st Street 	Chowchilla	93610		05/02/2006			
5SSO11281	Active	5F	Coalinga City	Coalinga CS	Fresno	Randy  Arp	AGENCY Mailing	155 Durian Avenue 	Coalinga	93210		01/04/2007			
5SSO11282	Active	5F	Del Rey CSD	Del Rey CSD CS	Fresno	Carlos Arias	AGENCY Mailing	 PO Box 186  	Del Rey	93616	05/02/2006	01/09/2007	05/02/2011		
5SSO11283	Active	5F	Delhi CWD	Delhi CWD CS	Merced	Lyndal Hibdon	AGENCY Mailing	 PO Box 639  	Delhi	95315	05/02/2006	02/26/2007	05/02/2011		
5SSO11284	Active	5S	Dos Palos City	Dos Palos City CS	Merced	Darrell  Fonseca	AGENCY Mailing	2174 Blossom Street 	Dos Palos	93620		01/09/2007	05/02/2011		
5SSO11285	Active	5F	Firebaugh City	Firebaugh CS	Tulare	Anthony  Chavarria	AGENCY Mailing	1575 Eleventh Street 	Firebaugh	93622	05/02/2006	01/04/2007	05/02/2011		
5SSO11286	Active	5F	Franklin CWD	Franklin CWD CS	Sacramento	William L Day	AGENCY Mailing	2126 Drake Avenue 	Merced	95348		05/02/2006			
5SSO11288	Active	5F	Fresno County	Fresno Co 38-Sky Harbour CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/09/2007			
5SSO11289	Active	5F	Fresno County	Fresno Co 47-Quail Lake CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/03/2007			
5SSO11290	Active	5F	Fresno County	Fresno Co 40-Shaver Springs CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/04/2007			
5SSO11291	Active	5F	Fresno County	Fresno Co 44A-Millerton Lake MHV CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721	05/02/2006	01/04/2007	05/02/2011		
5SSO11292	Active	5F	Fresno County	Fresno Co 30-El Porvenir CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721	05/02/2006	01/04/2007	05/02/2011		
5SSO11293	Active	5F	Fresno County	Fresno Co 32-Cantua Creek CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721	05/02/2006	01/09/2007	05/02/2011		
5SSO11295	Active	5F	Fresno County	Fresno Co 31B-Shaver Lake CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721	05/02/2006	01/04/2007	05/02/2011		
5SSO11296	Active	5F	Fresno County	Fresno Co 34-Millerton New Town CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721	05/02/2006	01/03/2007	05/02/2011		
5SSO11297	Active	5F	Fresno County	Fresno Co 41-Shaver Lake CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/04/2007			
5SSO11298	Historical	5F	Golden Valley USD	Liberty High School CS	Madera		AGENCY Mailing	37479 Avenue 12  	Madera	93638				01/26/2009	
5SSO11300	Active	5F	Gustine City	Gustine CS	Merced	Kathryn P Reyes	AGENCY Physical	 PO Drawer A  	Gustine	95322		01/09/2007			
5SSO11301	Active	5F	Hilmar CWD	Hilmar CWD CS	Merced	Dale Wickstrom	AGENCY Physical	8319 Lander Avenue 	Hilmar	95324		01/04/2007			
5SSO11302	Active	5F	Huron City	Huron City CS	Fresno	Dennis Longhofer	AGENCY Mailing	 PO Box 339  	Huron	93234	05/02/2006	01/03/2007	05/02/2011		
5SSO11303	Active	5S	Jamestown SD	Jamestown SD CS	Tuolumne	Cody Billings	AGENCY Mailing	 PO Box 247  	Jamestown	95327		01/08/2007			
5SSO11305	Active	5F	Fresno County	Fresno Co 44-D MONTE VERDE ESTATES CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/09/2007			
5SSO11306	Active	5F	Laton CSD	Laton CSD CS	Fresno	Daniel  Chapa	AGENCY Mailing	6331 Dewoody Avenue 	Laton	93242		01/04/2007			
5SSO11307	Active	5F	Le Grand CSD	Le Grand CS	Merced	Richard Kilgore	AGENCY Mailing	13039 Jefferson Street 	Le Grand	95333		12/06/2007			
5SSO11309	Active	5F	Livingston City	Livingston City CS	Merced	Dan  Manchester	AGENCY Mailing	1416 C Street 	Livingston	95334	05/02/2006	01/09/2007	05/02/2011		
5SSO11310	Active	5F	Los Banos Urban Area SW System	Los Banos City CS	Merced	Mark Fachin	AGENCY Mailing	411 Madison Avenue 	Los Banos	93635		01/09/2007			
5SSO11311	Active	5F	Madera County Public Works Department - Special Districts	MD-22A Oakhurst CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11312	Active	5F	Madera County Public Works Department - Special Districts	SA-14 Chuk Chansi CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11313	Historical	5F	Madera County Public Works Department - Special Districts	MD-37 Lavina CS	Madera		AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11314	Historical	5F	Madera County Public Works Department - Special Districts	MD-24 Teaford Meadows CS	Madera		AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006			
5SSO11315	Active	5F	Madera County Public Works Department - Special Districts	MD-19A Parkwood CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11316	Active	5F	Madera County Public Works Department - Special Districts	MD-8A North Fork CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11317	Active	5F	Madera County Public Works Department - Special Districts	MD-27 Goldside CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11318	Active	5F	Madera County Public Works Department - Special Districts	MD-6 Lake Shore Park CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006			
5SSO11319	Active	5F	Madera County Public Works Department - Special Districts	SA-2 Bass Lake CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11320	Active	5F	Madera County Public Works Department - Special Districts	MD-7 Marina View CS	Madera	Chad  Brown	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11321	Historical	5F	Madera County Public Works Department - Special Districts	MD-28 Ripperdan CS	Madera	Steven Norman	AGENCY Mailing	200 4th Street 	Madera	93637		05/02/2006	05/02/2011		
5SSO11322	Active	5F	Madera City	Madera City CS	Madera	Danny R Martin	AGENCY Mailing	205 4th Street 	Madera	93637	05/02/2006	01/09/2007	05/02/2011		
5SSO11323	Active	5F	Mariposa Cnty DPW	Mariposa Co YOSEMITE WEST CS	Mariposa	Allen Toschi	AGENCY Mailing	4639 Ben Hur Road 	Mariposa	95338	05/02/2006	02/13/2007	05/02/2011		
5SSO11324	Active	5S	Mariposa Cnty DPW	Coulterville CS	Mariposa	Allen Toschi	AGENCY Mailing	4639 Ben Hur Road 	Mariposa	95338	05/02/2006	01/09/2007	05/02/2011		
5SSO11325	Historical	5F	Mariposa Cnty DPW	Mariposa Co MARIPOSA PINES CS	Mariposa	Allen Toschi	AGENCY Mailing	4639 Ben Hur Road 	Mariposa	95338	05/02/2006	02/13/2007	05/02/2011		
5SSO11326	Active	5F	Mariposa Cnty DPW	Mariposa Co DON PEDRO SEWER ZONE 1 CS	Mariposa	Allen Toschi	AGENCY Mailing	4639 Ben Hur Road 	Mariposa	95338	05/02/2006	02/13/2007	05/02/2011		
5SSO11327	Active	5F	Mendota City	Mendota City CS	Fresno	Jeronimo  Angel	AGENCY Mailing	643 Quince Street 	Mendota	93640		01/04/2007			
5SSO11328	Historical	5F	Merced Irrigation District	MID McSwain Rec Area CS	Merced		AGENCY Physical	744 20th Street 	Merced	95340				04/01/2009	
5SSO11332	Historical	5F	New Auberry Water Association	New Auberry CS	Fresno		AGENCY Physical	33589 Calkins Road 	Auberry	93602				01/27/2009	
5SSO11334	Active	5F	Parlier City	City of Parlier CS	Fresno	Lou Martinez	AGENCY Mailing	1100 Parlier Avenue 	Parlier	93648		01/09/2007			
5SSO11335	Historical	5S	Pinecrest Permit Assoc & US Forest Service	Pinecrest CS	Stanislaus	Pat  Smith	AGENCY Mailing	 PO Box 1248  	Pinecrest	95364				01/29/2009	
5SSO11336	Active	5F	Riverdale PUD	Riverdale PUD CS	Fresno	Ron Bass	AGENCY Mailing	20945 Haslam  	Riverdale	93656	05/02/2006	01/09/2007	05/02/2011		
5SSO11338	Active	5F	San Joaquin City	San Joaquin CS	Fresno	Stan Bulla	AGENCY Mailing	 PO Box 758  	San Joaquin	93660		05/02/2006			
5SSO11340	Active	5F	San Luis Water District	San Luis Hills CS	Merced	Mike Zuspan	AGENCY Physical	 PO Box 2135  	Los Banos	93635		01/09/2007			
5SSO11342	Active	5F	Sanger City	Sanger CS	Fresno	John Mulligan	AGENCY Mailing	1700 7th Street 	Sanger	93657	05/02/2006	01/08/2007	05/02/2011		
5SSO11343	Active	5S	Santa Nella CWD	Santa Nella CWD CS	Merced	Amy  Montgomery	AGENCY Mailing	12931 South Hwy 33  	Santa Nella	95322		01/05/2007			
5SSO11344	Active	5F	Snelling CSD	Snelling CSD CS	Merced	Bill Latronica	AGENCY Mailing	 PO Box 323  	Snelling	95369	05/02/2006	01/09/2007	05/02/2011		
5SSO11345	Active	5F	Tranquillity PUD	Tranquillity PUD CS	Fresno		AGENCY Mailing	 PO Box 622  	Tranquillity	93668		01/09/2007			
5SSO11354	Historical	5S	USDI Bureau of Reclamation Sacramento	New Melones Lake CS	Tuolumne	Peggi  Brooks	AGENCY Physical	2800 Cottage Way E2711	Sacramento	95825		05/02/2006			
5SSO11355	Active	5F	US Dept of the Interior Park Service	White Wolf CS	Mariposa	Woody Smeck	AGENCY Mailing	1901 Spinnaker Drive 	Ventura	93001		08/22/2007			
5SSO11361	Active	5S	Placer Cnty Dept of Facility Services	Sunset Whitney, Zone 2A3 CS	Placer	Bill Zimmerman	AGENCY Mailing	11476 C Avenue 	Auburn	95603		08/24/2007			
5SSO11362	Active	5S	Placer Cnty Dept of Facility Services	SMD No. 2 CS	Placer	Bill Zimmerman	AGENCY Mailing	11476 C Avenue 	Auburn	95603		08/24/2007			
5SSO11363	Active	5S	Placer Cnty Dept of Facility Services	Dry Creek, Zone 173 CS	Placer	Bill Zimmerman	AGENCY Mailing	11476 C Avenue 	Auburn	95603		08/24/2007			
5SSO11409	Active	5S	Keyes Community Service District (CDS)	City of Turlock CS	Stanislaus	Michael Jones	AGENCY Mailing	 PO Box 699  	Keyes	95328	05/02/2006	12/28/2006	05/02/2011		
5SSO11421	Active	5R	Orland City	Orland CS	Glenn	Ed Vonasek	AGENCY Mailing	815 Fourth Street 	Orland	95963		01/05/2007			
5SSO11428	Active	5F	Pinedale Public Utility District	Pinedale Public Utility District CS	Fresno	Brandon  Broussard	AGENCY Mailing	2560 Shaw Avenue 	Fresno	93711	05/02/2006	01/05/2007	05/02/2011		
5SSO11432	Historical	5F	Sommerville Almond Tree Owners Association	Sommerville Almond Tree Owners Association CS	Fresno	Tito  Balling Sommerville	AGENCY Mailing	978 Alluvial Avenue 101	Fresno	93711	05/02/2006	01/08/2007	05/02/2011		
5SSO11433	Active	5S	Stockton City MUD	City of Stockton MUD CS	San Joaquin	Kenneth Merkle	AGENCY Mailing	2500 Navy Drive 	Stockton	95206		01/08/2007			
5SSO11436	Active	5S	US Dept of Defense, Defense Logistics Agency	DDJC, Sharpe Site CS	San Joaquin		AGENCY Mailing	 PO Box 960001  	Stockton	95296	05/02/2006	01/08/2007	05/02/2011		
5SSO11437	Active	5S	Yuba Cnty Motorplex LLC	Motorplex at Yuba County CS	Yuba	Don Scott	AGENCY Mailing	 PO Box 1387  	Marysville	95901	05/02/2006	01/08/2007	05/02/2011		
5SSO11446	Active	5F	Fresno County	Juvenile Justice Campus CS	Fresno	Eva  Frias	AGENCY Mailing	2220 Tulare Street 	Fresno	93721		01/09/2007			
5SSO11451	Active	5S	Amador Water Agency	Fairway Pines CS	Amador	Damon  Wyckoff	AGENCY Mailing	12800 Ridge Road 	Sutter Creek	95685		01/03/2007			
5SSO11453	Active	5F	UC Kearney Research & Extension Center	UC Kearney Research and Extension Center CS	Fresno	Robert Allen Ray	AGENCY Mailing	9240 Riverbend Avenue 	Parlier	93648	05/02/2006	01/08/2007	05/02/2011		
5SSO11456	Historical	5S	Amador Water Agency	Jackson Pines CS	Amador	Chris McKeage	AGENCY Mailing	12800 Ridge Road 	Sutter Creek	95685	05/02/2006	05/02/2006	05/02/2011	09/25/2008	
5SSO11458	Active	5S	Wheatland City	City of Wheatland CS	Yuba	Donald Scott	AGENCY Mailing	313 Main Street 	Wheatland	95692		01/02/2007			
5SSO11460	Active	5S	Amador Water Agency	Martell CS	Amador	Damon  Wyckoff	AGENCY Mailing	12800 Ridge Road 	Sutter Creek	95685		01/03/2007			
5SSO11462	Active	5S	Lathrop City	Crossroads	San Joaquin	Michael  King	AGENCY Mailing	390 Towne Centre Drive 	Lathrop	95330	05/02/2006	01/09/2007	05/02/2011		
